,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
28111,MA010120220800216250,면사랑,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
28131,MA010120220800216927,연세위더스여성의원,,Q1,보건의료,Q102,의원,Q10207,산부인과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660001,1,대지,166,1.0,서울특별시 마포구 동교동 166-1,114403113014,서울특별시 마포구 양화로,178.0,,1144012100101660001011788,,서울특별시 마포구 양화로 178,121818,4051,,11,,126.925191088816,37.5574955580318
28165,MA010120220800207375,이미,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102010010,1,대지,201,10.0,서울특별시 마포구 동교동 201-10,114404139111,서울특별시 마포구 동교로25길,7.0,,1144012100102010010012082,,서울특별시 마포구 동교로25길 7,121819,3992,,1,,126.921897935185,37.5574655324656
28183,MA010120220800213703,티아라,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660010,1,대지,166,10.0,서울특별시 마포구 동교동 166-10,114404139620,서울특별시 마포구 홍익로6길,67.0,,1144012100101660010011791,,서울특별시 마포구 홍익로6길 67,121818,4051,,2,,126.924769210677,37.5569240621872
28186,MA010120220800213152,엘르,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470019,1,대지,347,19.0,서울특별시 마포구 서교동 347-19,114404139464,서울특별시 마포구 와우산로27길,74.0,,1144012000103470019010149,,서울특별시 마포구 와우산로27길 74,121837,4053,,1,,126.924810484785,37.5556269419321
28208,MA010120220800202270,엽기떡볶이홍대2호점,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460002,1,대지,346,2.0,서울특별시 마포구 서교동 346-2,114404139464,서울특별시 마포구 와우산로27길,79.0,,1144012000103460002020569,,서울특별시 마포구 와우산로27길 79,121837,4055,,2,,126.924368886091,37.5556409403837
28217,MA010120220800187096,옛날집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690006,1,대지,169,6.0,서울특별시 마포구 동교동 169-6,114403113015,서울특별시 마포구 어울마당로,143.0,,1144012100101690006011816,,서울특별시 마포구 어울마당로 143,121818,4051,,1,,126.925657726372,37.5565266831473
28227,MA010120220800197663,우림컨설팅,,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,M73903,사업 및 무형 재산권 중개업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000026,1,대지,200,26.0,서울특별시 마포구 동교동 200-26,114403112014,서울특별시 마포구 동교로,199.0,,1144012100102000026012070,우성빌딩,서울특별시 마포구 동교로 199,121819,3993,,3,,126.922795746513,37.5579963298299
28241,MA010120220800198274,홍대라임스튜디오,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640001,1,대지,164,1.0,서울특별시 마포구 동교동 164-1,114404139423,서울특별시 마포구 양화로18길,12.0,,1144012100101640001021940,두영빌딩,서울특별시 마포구 양화로18길 12,121817,4050,,,,126.924605935521,37.5564720556499
28247,MA010120220800187646,GS25,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
28306,MA010120220800205234,홍대닭한마리,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540015,1,대지,154,15.0,서울특별시 마포구 동교동 154-15,114404139529,서울특별시 마포구 월드컵북로2길,81.0,,1144012100101540015011696,,서울특별시 마포구 월드컵북로2길 81,121816,3994,,1,,126.924410675815,37.5582453233885
28341,MA010120220800221250,오비야,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460016,1,대지,346,16.0,서울특별시 마포구 서교동 346-16,114404139616,서울특별시 마포구 홍익로2길,27.0,20.0,1144012000103460016024738,,서울특별시 마포구 홍익로2길 27-20,121837,4055,,1,,126.924360289199,37.5554516438598
28346,MA010120220800189466,청남세무회계사무소,,M1,과학·기술,M104,회계·세무,M10401,공인회계사,M71201,공인회계사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
28372,MA010120220800185519,포,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640007,1,대지,164,7.0,서울특별시 마포구 동교동 164-7,114403113015,서울특별시 마포구 어울마당로,129.0,1.0,1144012100101640007024887,,서울특별시 마포구 어울마당로 129-1,121817,4050,,,,126.924271879252,37.5560905760713
28405,MA010120220800191221,뽀르뚜아과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000024,1,대지,200,24.0,서울특별시 마포구 동교동 200-24,114403112014,서울특별시 마포구 동교로,201.0,,1144012100102000024012069,,서울특별시 마포구 동교로 201,121819,3993,,1,,126.922951068716,37.558213996138
28832,MA010120220800399832,에이티플러스,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
28850,MA010120220800406438,크롬파트너스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
29829,MA010120220800306903,명세영홍대폴댄스M,,P1,교육,P106,기타 교육,P10613,기타 예술/스포츠 교육기관,P85629,기타 예술학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,20,,126.923434201278,37.5561009615472
30795,MA010120220800609061,최효정발레스튜디오,,P1,교육,P106,기타 교육,P10613,기타 예술/스포츠 교육기관,P85629,기타 예술학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101630021,1,대지,163,21.0,서울특별시 마포구 동교동 163-21,114404139620,서울특별시 마포구 홍익로6길,18.0,,1144012100101630021011768,,서울특별시 마포구 홍익로6길 18,121817,4050,,3,,126.922959782129,37.5552496580585
31434,MA010120220800483462,고등애,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580009,1,대지,158,9.0,서울특별시 마포구 동교동 158-9,114403112014,서울특별시 마포구 동교로,182.0,3.0,1144012100101580009021915,,서울특별시 마포구 동교로 182-3,121898,3995,,1,,126.922145837504,37.5567559753924
33953,MA010120220800849956,일우비앤비,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,,,126.924349898273,37.5577491983899
35357,MA010120220800994335,파트라왁싱,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101990001,1,대지,199,1.0,서울특별시 마포구 동교동 199-1,114403112014,서울특별시 마포구 동교로,207.0,,1144012100101990001012057,현우빌딩,서울특별시 마포구 동교로 207,121898,3993,,5,,126.923194722258,37.5585856444587
36164,MA010120220801847844,아톰상사홍대지점,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,2,,126.923434201278,37.5561009615472
36260,MA010120220801955953,네버다이피닉스,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690005,1,대지,169,5.0,서울특별시 마포구 동교동 169-5,114403113015,서울특별시 마포구 어울마당로,145.0,1.0,1144012100101690005024890,,서울특별시 마포구 어울마당로 145-1,121818,4051,,1,,126.92592803025,37.5566192463948
36769,MA010120220802440845,비비드,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470017,1,대지,347,17.0,서울특별시 마포구 서교동 347-17,114404139464,서울특별시 마포구 와우산로27길,68.0,,1144012000103470017020586,,서울특별시 마포구 와우산로27길 68,121837,4053,,1,,126.9251071701,37.5554584459491
37043,MA010120220802835459,나인뷰티살롱,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,3,,126.923434201278,37.5561009615472
37934,MA010120220803076411,글로벌에듀파크,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
38185,MA010120220803137071,골콘다컨설팅,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
38775,MA010120220803359836,아토즈에셋파트너스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
39596,MA010120220803493326,인포,,N1,시설관리·임대,N111,산업용품 대여,N11102,컴퓨터/사무기기 대여업,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,3,,126.924349898273,37.5577491983899
